ORDER_ID,CUSTOMER_ID,ORDER_DATE,CATEGORY,           PRICE,    QUANTITY,REVENUE,PAYMENT_METHOD,CUSTOMER_AGE,GENDER,REVIEW_SCORE,IS_RETURNED
O100903,C1223,12/18/2023,Clothing,449.7,2,899.4,Debit Card,27,Female,3,0
O100904,C1184,4/7/2023,Clothing,414.14,1,414.14,Bank Transfer,22,Male,2,0
O100905,C1117,4/25/2023,Beauty,183.96,3,551.88,PayPal,62,Male,4,0
O100906,C1376,1/12/2023,Books,448.37,2,896.74,UPI,18,Male,4,0
O100907,C1064,7/7/2023,Beauty,432.42,4,1729.68,Credit Card,29,Female,5,0
O100908,C1449,11/24/2023,Home,375.34,4,1501.36,UPI,45,Male,5,0
O100909,C1305,1/25/2023,Beauty,485.01,1,485.01,Credit Card,64,Male,2,0
O100910,C1025,12/20/2023,Electronics,18.49,1,18.49,Bank Transfer,39,Female,3,0
O100911,C1195,3/5/2023,Books,130.16,3,390.48,Debit Card,59,Female,4,0
O100912,C1360,3/20/2023,Clothing,411.24,2,822.48,Credit Card,52,Female,4,0
O100913,C1216,12/5/2023,Electronics,403.83,1,403.83,UPI,43,Female,3,0
O100914,C1319,11/7/2023,Beauty,182.38,1,182.38,PayPal,23,Female,4,0
O100915,C1426,2/23/2023,Books,74.1,3,222.3,UPI,44,Male,5,0
O100916,C1145,2/28/2023,Electronics,106.1,4,424.4,Bank Transfer,23,Male,4,0
O100917,C1312,4/13/2023,Home,213.28,2,426.56,UPI,43,Male,5,0
O100918,C1184,12/27/2023,Sports,128.64,3,385.92,Debit Card,35,Male,3,1
O100919,C1021,10/8/2023,Sports,423.21,3,1269.63,PayPal,61,Female,2,0
O100920,C1170,5/1/2023,Electronics,469.55,4,1878.2,Credit Card,52,Male,2,0
O100921,C1465,2/26/2023,Books,277.58,4,1110.32,Bank Transfer,61,Male,5,0
O100922,C1487,2/16/2023,Books,189.86,3,569.58,Credit Card,18,Male,4,0
O100923,C1464,5/12/2023,Beauty,268.17,4,1072.68,PayPal,31,Female,3,0
O100924,C1152,5/16/2023,Sports,147.56,4,590.24,Credit Card,33,Male,5,0
O100925,C1417,3/31/2023,Electronics,212.5,4,850,Debit Card,49,Female,5,0
O100926,C1411,12/13/2023,Home,119.53,4,478.12,Bank Transfer,32,Male,5,1
O100927,C1049,1/24/2023,Electronics,114.12,4,456.48,PayPal,24,Male,5,1
O100928,C1169,7/3/2023,Sports,319.53,1,319.53,UPI,33,Female,4,0
O100929,C1450,2/17/2023,Home,267.99,1,267.99,Debit Card,46,Male,4,0
O100930,C1059,7/25/2023,Sports,447.33,3,1341.99,Bank Transfer,22,Female,1,1
O100931,C1428,7/17/2023,Beauty,122.39,4,489.56,Bank Transfer,21,Female,5,0
O100932,C1333,3/27/2023,Electronics,219.72,3,659.16,PayPal,57,Male,4,0
O100933,C1483,3/23/2023,Electronics,451.28,2,902.56,Bank Transfer,20,Female,5,0
O100934,C1411,10/19/2023,Beauty,349.86,3,1049.58,Bank Transfer,21,Male,3,0
O100935,C1313,7/14/2023,Home,429.31,4,1717.24,UPI,23,Male,4,0
O100936,C1442,12/17/2023,Beauty,194.21,3,582.63,PayPal,28,Female,4,0
O100937,C1472,9/7/2023,Electronics,498.82,4,1995.28,Bank Transfer,40,Female,4,0
O100938,C1024,2/2/2023,Home,155.72,1,155.72,Debit Card,40,Male,2,0
O100939,C1361,12/14/2023,Books,212.83,4,851.32,UPI,40,Male,4,0
O100940,C1490,12/9/2023,Home,89.61,4,358.44,UPI,64,Male,5,0
O100941,C1222,12/5/2023,Beauty,46.64,2,93.28,PayPal,47,Female,2,0
O100942,C1178,12/6/2023,Beauty,332.55,4,1330.2,Bank Transfer,51,Male,2,0
O100943,C1430,10/13/2023,Books,415.92,2,831.84,Credit Card,62,Male,3,0
O100944,C1330,3/22/2023,Books,143.55,2,287.1,Bank Transfer,29,Female,1,1
O100945,C1446,3/26/2023,Electronics,110.78,4,443.12,Bank Transfer,35,Female,5,0
O100946,C1124,6/19/2023,Home,473.64,1,473.64,Credit Card,61,Male,3,0
O100947,C1282,11/26/2023,Sports,350.37,4,1401.48,Bank Transfer,30,Male,4,0
O100948,C1041,8/24/2023,Sports,35.63,3,106.89,UPI,44,Female,4,0
O100949,C1046,9/13/2023,Sports,70.32,3,210.96,Debit Card,63,Male,3,0
O100950,C1255,12/1/2023,Electronics,208.2,3,624.6,Credit Card,34,Female,3,0
O100951,C1212,1/19/2023,Books,133.4,4,533.6,UPI,22,Male,2,0
O100952,C1423,2/16/2023,Books,30.03,3,90.09,UPI,29,Female,3,0
O100953,C1456,9/18/2023,Books,169.34,3,508.02,PayPal,62,Female,5,0
O100954,C1487,6/24/2023,Home,365.13,3,1095.39,Credit Card,53,Male,4,0
O100955,C1433,8/21/2023,Home,112.04,1,112.04,UPI,54,Female,5,0
O100956,C1367,12/3/2023,Home,78.88,2,157.76,Bank Transfer,53,Male,4,0
O100957,C1050,12/4/2023,Clothing,89.79,2,179.58,Credit Card,53,Female,4,0
O100958,C1182,11/21/2023,Home,402.41,3,1207.23,UPI,46,Female,3,0
O100959,C1360,2/24/2023,Electronics,159.4,1,159.4,PayPal,56,Female,2,0
O100960,C1072,7/29/2023,Electronics,438.18,3,1314.54,Debit Card,37,Male,4,0
O100961,C1097,3/3/2023,Sports,201.51,4,806.04,PayPal,40,Female,5,0
O100962,C1423,4/8/2023,Beauty,337.28,1,337.28,Debit Card,61,Male,2,1
O100963,C1388,8/1/2023,Electronics,82.32,3,246.96,UPI,21,Male,5,0
O100964,C1396,8/19/2023,Sports,331.41,1,331.41,UPI,38,Male,5,0
O100965,C1494,9/13/2023,Electronics,236.5,2,473,UPI,27,Male,4,0
O100966,C1284,8/10/2023,Books,284.29,4,1137.16,Bank Transfer,33,Male,3,1
O100967,C1355,10/24/2023,Clothing,346.1,1,346.1,PayPal,28,Male,4,0
O100968,C1199,12/3/2023,Books,13.02,2,26.04,UPI,29,Female,1,0
O100969,C1259,7/16/2023,Sports,496.02,1,496.02,UPI,64,Male,3,0
O100970,C1141,7/23/2023,Home,130.25,4,521,Debit Card,21,Female,2,0
O100971,C1413,3/10/2023,Clothing,489.68,3,1469.04,Bank Transfer,28,Female,5,0
O100972,C1432,12/26/2023,Books,339.86,1,339.86,Debit Card,19,Male,5,0
O100973,C1103,4/18/2023,Books,5.67,4,22.68,Debit Card,55,Female,2,0
O100974,C1472,12/11/2023,Clothing,234.71,2,469.42,PayPal,57,Female,3,0
O100975,C1364,3/1/2023,Home,327.86,3,983.58,UPI,54,Female,4,0
O100976,C1299,10/20/2023,Beauty,65.39,2,130.78,Bank Transfer,60,Female,2,1
O100977,C1450,8/5/2023,Electronics,95.81,1,95.81,UPI,19,Male,4,0
O100978,C1013,7/15/2023,Clothing,18.78,2,37.56,Credit Card,49,Male,5,0
O100979,C1103,5/17/2023,Clothing,243.94,2,487.88,Debit Card,18,Female,4,0
O100980,C1075,2/1/2023,Beauty,248.84,2,497.68,Debit Card,48,Male,5,0
O100981,C1386,10/5/2023,Electronics,403.96,1,403.96,Debit Card,45,Female,3,0
O100982,C1053,11/12/2023,Beauty,184.56,2,369.12,UPI,31,Male,5,0
O100983,C1381,11/28/2023,Books,401.1,2,802.2,Bank Transfer,29,Male,3,0
O100984,C1262,12/23/2023,Home,495.77,2,991.54,Credit Card,31,Female,5,1
O100985,C1199,8/2/2023,Beauty,304.71,4,1218.84,Debit Card,50,Male,5,0
O100986,C1007,5/9/2023,Clothing,292.69,3,878.07,UPI,49,Female,5,0
O100987,C1425,4/26/2023,Beauty,462.52,1,462.52,Debit Card,57,Male,2,0
O100988,C1398,4/10/2023,Home,26.02,4,104.08,Bank Transfer,33,Male,5,0
O100989,C1350,2/8/2023,Clothing,68.05,2,136.1,PayPal,49,Male,5,1
O100990,C1194,1/21/2023,Sports,233.03,4,932.12,Debit Card,51,Female,3,0
O100991,C1067,3/24/2023,Books,324.23,4,1296.92,Debit Card,31,Male,2,0
O100992,C1170,8/27/2023,Beauty,357.51,1,357.51,PayPal,45,Male,3,0
O100993,C1079,6/15/2023,Books,272.45,4,1089.8,Credit Card,30,Female,5,0
O100994,C1252,10/21/2023,Books,259.66,2,519.32,Debit Card,42,Male,4,0
O100995,C1402,12/29/2023,Home,494.47,3,1483.41,UPI,42,Male,4,0
O100996,C1490,4/5/2023,Books,73.32,4,293.28,Credit Card,28,Male,5,1
O100997,C1213,10/6/2023,Books,205.34,2,410.68,Bank Transfer,43,Male,2,0
O100998,C1179,4/24/2023,Clothing,234.59,3,703.77,Debit Card,64,Female,3,0
O100999,C1185,5/31/2023,Clothing,430.48,4,1721.92,UPI,46,Female,4,0
O101000,C1288,11/29/2023,Electronics,370.56,1,370.56,Credit Card,44,Female,2,0
O101001,C1229,5/4/2023,Beauty,132.09,3,396.27,UPI,21,Male,4,1
O101002,C1491,1/21/2023,Beauty,50.79,3,152.37,Debit Card,30,Female,4,0
O101003,C1469,2/28/2023,Sports,157.23,3,471.69,Debit Card,62,Female,5,0
O101004,C1013,9/22/2023,Home,67.15,2,134.3,UPI,43,Female,2,0
O101005,C1250,1/23/2023,Home,294.85,4,1179.4,PayPal,26,Female,2,0
O101006,C1264,2/12/2023,Electronics,57.21,4,228.84,PayPal,32,Male,4,0
O101007,C1321,2/3/2023,Clothing,320.7,3,962.1,PayPal,28,Female,1,0
O101008,C1428,2/23/2023,Clothing,346.21,2,692.42,UPI,55,Female,4,0
O101009,C1332,2/6/2023,Beauty,488.63,4,1954.52,PayPal,64,Male,4,0
O101010,C1236,6/19/2023,Electronics,235.76,1,235.76,Credit Card,29,Male,5,0
O101011,C1028,4/2/2023,Home,182.52,1,182.52,UPI,54,Male,1,0
O101012,C1295,4/27/2023,Home,33.16,1,33.16,Bank Transfer,21,Female,4,0
O101013,C1231,11/19/2023,Sports,229.82,3,689.46,Bank Transfer,45,Female,5,0
O101014,C1009,7/19/2023,Beauty,64.62,4,258.48,Credit Card,60,Male,5,0
O101015,C1329,11/13/2023,Electronics,35.71,3,107.13,UPI,50,Male,4,0
O101016,C1359,2/7/2023,Home,330.76,1,330.76,UPI,20,Male,4,0
O101017,C1149,12/18/2023,Home,203.35,3,610.05,UPI,63,Male,5,0
O101018,C1145,8/13/2023,Sports,196.7,3,590.1,Bank Transfer,55,Male,4,0
O101019,C1243,3/22/2023,Books,366.59,1,366.59,PayPal,35,Male,3,0
O101020,C1383,7/20/2023,Books,134.92,4,539.68,Debit Card,55,Male,5,0
O101021,C1153,12/13/2023,Beauty,85.46,4,341.84,Debit Card,51,Male,1,0
O101022,C1284,10/12/2023,Clothing,350.61,4,1402.44,Credit Card,18,Male,1,0
O101023,C1003,10/21/2023,Books,53.8,4,215.2,Bank Transfer,41,Male,5,0
O101024,C1157,4/18/2023,Beauty,44.24,3,132.72,Debit Card,49,Male,5,0
O101025,C1212,11/27/2023,Books,151.68,4,606.72,PayPal,52,Male,3,0
O101026,C1095,4/24/2023,Books,299.86,1,299.86,Debit Card,56,Male,5,0
O101027,C1059,4/3/2023,Beauty,295.38,4,1181.52,UPI,47,Male,2,0
O101028,C1436,10/9/2023,Sports,316.9,2,633.8,UPI,53,Male,5,0
O101029,C1149,12/10/2023,Electronics,470.74,1,470.74,Debit Card,43,Male,5,0
O101030,C1102,10/25/2023,Sports,362.42,4,1449.68,Debit Card,41,Female,4,0
O101031,C1066,12/10/2023,Beauty,292.42,1,292.42,PayPal,47,Male,4,0
O101032,C1146,11/14/2023,Electronics,405.79,2,811.58,PayPal,47,Female,1,1
O101033,C1249,8/19/2023,Home,47.64,3,142.92,UPI,46,Female,3,0
O101034,C1356,10/27/2023,Clothing,222.73,4,890.92,UPI,56,Female,4,0
O101035,C1414,6/11/2023,Sports,301.73,3,905.19,PayPal,35,Male,4,0
O101036,C1161,5/7/2023,Clothing,224.08,3,672.24,Bank Transfer,48,Female,5,0
O101037,C1431,7/4/2023,Clothing,296.06,1,296.06,Debit Card,51,Female,5,0
O101038,C1237,8/17/2023,Home,413.84,2,827.68,Debit Card,59,Female,5,0
O101039,C1283,2/25/2023,Clothing,210,4,840,UPI,48,Male,4,0
O101040,C1431,5/24/2023,Clothing,114.14,3,342.42,UPI,26,Male,1,0
O101041,C1135,11/17/2023,Electronics,413.3,1,413.3,Credit Card,59,Male,3,0
O101042,C1435,9/17/2023,Beauty,273.78,2,547.56,Credit Card,32,Female,4,0
O101043,C1394,10/30/2023,Clothing,75.77,2,151.54,Credit Card,45,Female,3,0
O101044,C1279,10/4/2023,Sports,195.63,2,391.26,PayPal,30,Female,5,0
O101045,C1201,4/25/2023,Books,138.96,2,277.92,Debit Card,37,Male,4,0
O101046,C1238,9/14/2023,Books,17.78,4,71.12,Credit Card,40,Female,4,1
O101047,C1187,9/15/2023,Electronics,104.91,2,209.82,PayPal,30,Male,2,1
O101048,C1388,9/21/2023,Clothing,390.02,2,780.04,Bank Transfer,58,Male,5,0
O101049,C1092,10/17/2023,Books,228.34,2,456.68,PayPal,60,Female,4,0
O101050,C1481,7/3/2023,Electronics,228.52,2,457.04,PayPal,29,Female,5,0
O101051,C1119,2/2/2023,Home,379.6,2,759.2,Debit Card,58,Male,3,0
O101052,C1022,12/9/2023,Clothing,346.91,1,346.91,UPI,60,Female,1,1
O101053,C1199,8/29/2023,Sports,50.11,4,200.44,Credit Card,35,Male,4,0
O101054,C1333,6/15/2023,Electronics,32.43,4,129.72,UPI,44,Female,5,0
O101055,C1428,5/15/2023,Books,328.22,4,1312.88,UPI,50,Male,1,1
O101056,C1193,12/1/2023,Sports,25.51,2,51.02,Debit Card,25,Male,4,1
O101057,C1265,5/9/2023,Sports,61.8,1,61.8,PayPal,30,Female,3,0
O101058,C1181,6/26/2023,Sports,310.68,2,621.36,Bank Transfer,19,Male,4,0
O101059,C1257,3/13/2023,Sports,169.33,4,677.32,PayPal,64,Male,4,0
O101060,C1040,9/21/2023,Beauty,325.49,3,976.47,Debit Card,52,Male,3,0
O101061,C1077,4/6/2023,Clothing,481,1,481,Debit Card,61,Male,4,0
O101062,C1339,4/28/2023,Sports,371.14,2,742.28,Debit Card,40,Male,1,0
O101063,C1247,12/12/2023,Sports,406.18,4,1624.72,Bank Transfer,45,Male,5,0
O101064,C1303,3/24/2023,Beauty,263.33,4,1053.32,Bank Transfer,54,Male,4,0
O101065,C1125,1/23/2023,Clothing,210.83,4,843.32,UPI,55,Male,4,0
O101066,C1069,11/19/2023,Books,498.28,4,1993.12,Credit Card,45,Male,4,0
O101067,C1029,3/27/2023,Home,70.84,4,283.36,PayPal,39,Female,5,1
O101068,C1307,10/16/2023,Beauty,495.81,1,495.81,Credit Card,23,Female,4,0
O101069,C1485,2/13/2023,Clothing,244.48,3,733.44,Bank Transfer,49,Female,4,0
O101070,C1445,9/4/2023,Clothing,289.92,1,289.92,PayPal,38,Female,4,0
O101071,C1308,3/15/2023,Books,287.29,2,574.58,PayPal,41,Female,5,0
O101072,C1086,12/18/2023,Home,180.64,2,361.28,Bank Transfer,37,Male,4,0
O101073,C1118,7/13/2023,Sports,373.64,1,373.64,PayPal,48,Male,3,0
O101074,C1009,4/14/2023,Books,69.6,1,69.6,UPI,40,Female,3,1
O101075,C1424,3/18/2023,Books,35.16,4,140.64,Credit Card,58,Male,3,0
O101076,C1244,11/11/2023,Books,210.68,3,632.04,Credit Card,55,Male,2,0
O101077,C1048,9/4/2023,Beauty,56.81,3,170.43,PayPal,52,Male,2,0
O101078,C1460,12/14/2023,Beauty,358.63,4,1434.52,Bank Transfer,41,Female,4,0
O101079,C1190,1/23/2023,Beauty,102.17,1,102.17,UPI,60,Female,4,0
O101080,C1118,9/4/2023,Sports,315.35,3,946.05,Debit Card,36,Male,4,0
O101081,C1218,3/10/2023,Home,131.59,2,263.18,Bank Transfer,36,Male,3,0
O101082,C1466,2/12/2023,Home,396.39,2,792.78,UPI,51,Female,4,0
O101083,C1132,4/7/2023,Electronics,296.88,2,593.76,Credit Card,49,Male,5,0
O101084,C1267,1/4/2023,Sports,362.92,2,725.84,PayPal,47,Female,5,0
O101085,C1210,7/5/2023,Electronics,12.23,1,12.23,PayPal,26,Female,4,0
O101086,C1334,10/27/2023,Home,432.42,1,432.42,Debit Card,26,Female,3,0
O101087,C1290,7/7/2023,Books,169.73,1,169.73,Debit Card,22,Female,4,0
O101088,C1387,4/15/2023,Sports,333.2,2,666.4,UPI,46,Female,5,1
O101089,C1092,7/9/2023,Books,361.48,3,1084.44,UPI,58,Female,5,0
O101090,C1130,6/7/2023,Books,119.39,1,119.39,Debit Card,47,Female,3,0
O101091,C1377,3/12/2023,Beauty,73.37,1,73.37,Credit Card,53,Male,4,0
O101092,C1229,12/25/2023,Clothing,123.34,4,493.36,Credit Card,26,Male,5,0
O101093,C1261,7/25/2023,Home,208.29,3,624.87,UPI,56,Male,5,0
O101094,C1083,7/19/2023,Beauty,467.6,2,935.2,Credit Card,43,Male,5,0
O101095,C1422,3/16/2023,Sports,347.37,2,694.74,UPI,37,Female,4,0
O101096,C1046,2/2/2023,Home,337.5,1,337.5,PayPal,56,Female,4,0
O101097,C1041,11/8/2023,Electronics,186.65,3,559.95,Bank Transfer,35,Female,3,0
O101098,C1315,12/2/2023,Books,319.85,2,639.7,Debit Card,36,Male,4,1
O101099,C1485,3/31/2023,Beauty,406.98,1,406.98,Bank Transfer,21,Female,5,0
O101100,C1006,4/14/2023,Beauty,383.77,2,767.54,UPI,36,Female,5,0
O101101,C1100,1/18/2023,Books,172.92,1,172.92,UPI,33,Male,4,0
O101102,C1315,3/28/2023,Beauty,128.03,4,512.12,Credit Card,33,Female,5,0
O101103,C1123,12/2/2023,Electronics,154.72,1,154.72,PayPal,24,Male,5,0
O101104,C1142,7/24/2023,Home,77.61,4,310.44,Bank Transfer,35,Female,5,0
O101105,C1301,4/13/2023,Books,169.15,1,169.15,Credit Card,63,Male,4,0
O101106,C1471,2/16/2023,Books,64.38,2,128.76,Debit Card,45,Female,5,0
O101107,C1178,5/22/2023,Clothing,72.96,2,145.92,UPI,38,Male,4,0
O101108,C1233,7/26/2023,Books,472.07,3,1416.21,Credit Card,37,Female,3,0
O101109,C1090,7/28/2023,Books,402.61,1,402.61,Credit Card,18,Male,4,0
O101110,C1258,5/31/2023,Home,325.18,3,975.54,Credit Card,20,Female,3,0
O101111,C1449,10/3/2023,Books,360.15,3,1080.45,Debit Card,33,Female,5,0
O101112,C1495,7/13/2023,Books,88.3,3,264.9,Bank Transfer,59,Male,4,0
O101113,C1388,6/23/2023,Sports,361.59,1,361.59,Bank Transfer,34,Male,4,0
O101114,C1247,3/1/2023,Home,415.63,4,1662.52,Credit Card,64,Female,2,0
O101115,C1325,4/23/2023,Beauty,337.15,1,337.15,PayPal,48,Female,2,0
O101116,C1212,6/30/2023,Books,73.93,2,147.86,UPI,31,Male,3,0
O101117,C1359,5/15/2023,Clothing,178.15,2,356.3,Debit Card,53,Male,3,0
O101118,C1205,12/11/2023,Beauty,316.67,1,316.67,Debit Card,58,Male,2,1
O101119,C1284,4/2/2023,Sports,293.4,4,1173.6,Debit Card,47,Female,5,0
O101120,C1112,10/21/2023,Home,32.8,3,98.4,PayPal,61,Male,4,0
O101121,C1256,4/13/2023,Clothing,87.89,3,263.67,PayPal,46,Female,1,0
O101122,C1106,4/28/2023,Clothing,210.85,2,421.7,PayPal,25,Female,4,0
O101123,C1080,2/24/2023,Electronics,228.38,1,228.38,Credit Card,47,Female,4,0
O101124,C1315,1/4/2023,Books,393.61,3,1180.83,Credit Card,54,Female,5,0
O101125,C1191,11/14/2023,Home,212.39,1,212.39,Bank Transfer,33,Female,3,0
O101126,C1252,4/4/2023,Books,258.87,2,517.74,Debit Card,47,Female,4,1
O101127,C1114,10/23/2023,Clothing,220.45,4,881.8,Credit Card,33,Female,4,0
O101128,C1245,10/4/2023,Electronics,241.96,2,483.92,UPI,19,Female,1,1
O101129,C1202,12/18/2023,Clothing,422.72,2,845.44,Bank Transfer,51,Male,3,0
O101130,C1358,9/23/2023,Sports,38.46,2,76.92,Debit Card,24,Male,5,0
O101131,C1007,12/12/2023,Clothing,63.97,4,255.88,Bank Transfer,35,Male,2,0
O101132,C1167,7/5/2023,Books,356.95,2,713.9,Debit Card,58,Male,5,1
O101133,C1281,5/15/2023,Clothing,58.47,2,116.94,Debit Card,40,Female,5,0
O101134,C1491,11/10/2023,Home,314.21,4,1256.84,Debit Card,35,Male,4,0
O101135,C1256,8/6/2023,Clothing,344.82,1,344.82,Bank Transfer,59,Female,5,0
O101136,C1187,7/25/2023,Home,337.44,2,674.88,Bank Transfer,51,Male,4,1
O101137,C1293,3/9/2023,Books,244.2,2,488.4,PayPal,24,Male,5,0
O101138,C1370,5/19/2023,Clothing,271.51,2,543.02,UPI,60,Female,3,0
O101139,C1439,7/15/2023,Clothing,430.09,3,1290.27,PayPal,29,Male,5,0
O101140,C1243,1/5/2023,Clothing,14.05,4,56.2,Bank Transfer,41,Female,2,1
O101141,C1069,11/19/2023,Books,475.94,1,475.94,UPI,41,Female,4,0
O101142,C1403,9/7/2023,Home,216.94,1,216.94,Debit Card,52,Male,4,0
O101143,C1204,2/20/2023,Beauty,488.86,2,977.72,PayPal,46,Male,5,0
O101144,C1111,5/11/2023,Sports,420.8,2,841.6,Credit Card,35,Female,3,0
O101145,C1382,6/21/2023,Home,163.6,1,163.6,Debit Card,32,Female,5,0
O101146,C1287,10/13/2023,Home,319.28,3,957.84,Debit Card,61,Male,1,0
O101147,C1211,3/4/2023,Home,26.16,1,26.16,UPI,46,Male,2,0
O101148,C1296,10/22/2023,Beauty,240.88,1,240.88,UPI,33,Male,3,0
O101149,C1400,5/26/2023,Home,11.55,4,46.2,Debit Card,45,Female,5,1
O101150,C1397,8/17/2023,Electronics,455.06,1,455.06,Bank Transfer,40,Female,5,0
O101151,C1238,11/20/2023,Clothing,254.34,2,508.68,PayPal,63,Female,5,0
O101152,C1216,11/20/2023,Books,225.5,4,902,UPI,36,Female,5,0
O101153,C1435,2/6/2023,Electronics,226.36,4,905.44,PayPal,23,Female,4,0
O101154,C1117,6/10/2023,Home,333.36,3,1000.08,Debit Card,23,Female,5,0
O101155,C1310,11/27/2023,Sports,97.05,3,291.15,Debit Card,43,Female,3,0
O101156,C1400,7/5/2023,Beauty,484.96,1,484.96,UPI,32,Female,4,0
O101157,C1212,3/27/2023,Clothing,62.33,1,62.33,Credit Card,19,Male,5,0
O101158,C1373,5/1/2023,Beauty,490.72,3,1472.16,Debit Card,33,Male,5,0
O101159,C1108,3/27/2023,Sports,315.7,3,947.1,Credit Card,46,Male,2,1
O101160,C1033,8/31/2023,Books,459.24,3,1377.72,Credit Card,49,Male,4,1
O101161,C1395,7/23/2023,Books,411.06,1,411.06,Credit Card,31,Male,4,1
O101162,C1135,11/13/2023,Clothing,311.49,2,622.98,Credit Card,51,Female,4,0
O101163,C1159,4/28/2023,Clothing,124.71,1,124.71,Debit Card,27,Female,5,0
O101164,C1321,3/6/2023,Clothing,284.38,4,1137.52,UPI,33,Male,4,0
O101165,C1015,1/18/2023,Beauty,412.88,1,412.88,Debit Card,63,Female,4,0
O101166,C1443,9/1/2023,Sports,192.22,2,384.44,UPI,24,Female,4,0
O101167,C1281,8/16/2023,Clothing,209.12,4,836.48,UPI,43,Male,3,0
O101168,C1303,11/2/2023,Sports,306.86,3,920.58,UPI,55,Female,3,0
O101169,C1269,11/24/2023,Beauty,107.49,1,107.49,UPI,34,Female,3,0
O101170,C1466,6/27/2023,Sports,201.65,4,806.6,UPI,41,Male,3,1
O101171,C1413,2/15/2023,Sports,85.04,4,340.16,Debit Card,47,Female,3,0
O101172,C1212,5/14/2023,Clothing,275.61,3,826.83,Debit Card,46,Male,4,0
O101173,C1001,9/25/2023,Clothing,101.75,4,407,Debit Card,37,Female,5,0
O101174,C1241,10/1/2023,Electronics,189.18,1,189.18,Bank Transfer,46,Female,3,1
O101175,C1154,1/5/2023,Sports,370.27,4,1481.08,Debit Card,64,Male,5,0
O101176,C1408,1/4/2023,Books,132.25,3,396.75,Debit Card,45,Male,3,0
O101177,C1211,10/15/2023,Sports,460.01,1,460.01,Bank Transfer,43,Male,3,1
O101178,C1084,11/27/2023,Sports,225.2,1,225.2,Bank Transfer,20,Male,4,1
O101179,C1135,2/10/2023,Sports,286.63,1,286.63,PayPal,29,Female,5,0
O101180,C1146,11/29/2023,Beauty,219.68,3,659.04,UPI,43,Female,4,0
O101181,C1212,4/7/2023,Electronics,470.79,3,1412.37,PayPal,63,Male,5,0
O101182,C1149,2/26/2023,Beauty,423.29,2,846.58,Bank Transfer,18,Female,2,0
O101183,C1140,12/25/2023,Books,338.51,2,677.02,Bank Transfer,25,Male,5,0
O101184,C1165,1/10/2023,Clothing,319.2,4,1276.8,Credit Card,24,Male,5,0
O101185,C1096,2/22/2023,Home,106.01,3,318.03,Debit Card,50,Male,5,0
O101186,C1367,8/13/2023,Beauty,111.94,4,447.76,Credit Card,21,Male,5,1
O101187,C1047,3/19/2023,Electronics,216.42,2,432.84,Bank Transfer,29,Male,5,0
O101188,C1176,8/4/2023,Home,311.05,2,622.1,Bank Transfer,51,Female,4,0
O101189,C1238,12/23/2023,Electronics,217.24,4,868.96,Debit Card,19,Male,1,0
O101190,C1432,3/16/2023,Electronics,170.16,1,170.16,Debit Card,19,Female,3,0
O101191,C1037,10/6/2023,Sports,302.12,4,1208.48,PayPal,57,Male,5,1
O101192,C1459,5/9/2023,Sports,288.91,2,577.82,Credit Card,61,Male,4,0
O101193,C1499,1/1/2024,Clothing,449.21,2,898.42,Bank Transfer,35,Female,3,0
O101194,C1127,1/18/2023,Clothing,300.67,3,902.01,Bank Transfer,57,Male,4,0
O101195,C1267,12/7/2023,Clothing,173.3,3,519.9,Bank Transfer,60,Female,2,0
O101196,C1349,6/9/2023,Home,341.79,3,1025.37,PayPal,20,Male,3,0
O101197,C1382,10/9/2023,Books,270,3,810,Credit Card,20,Female,3,0
O101198,C1247,11/23/2023,Home,25.54,1,25.54,PayPal,28,Female,5,1
O101199,C1455,1/27/2023,Beauty,370.68,3,1112.04,PayPal,31,Male,3,0
O101200,C1121,11/21/2023,Sports,100.47,3,301.41,Debit Card,63,Male,4,0
O101201,C1086,5/22/2023,Books,55.18,3,165.54,Credit Card,48,Female,4,0
O101202,C1405,5/5/2023,Electronics,302.29,1,302.29,Credit Card,51,Female,4,0
O101203,C1353,11/2/2023,Clothing,485.06,1,485.06,Debit Card,36,Male,5,0
O101204,C1128,3/22/2023,Sports,297.9,4,1191.6,Credit Card,28,Female,4,0
O101205,C1477,11/17/2023,Electronics,247.44,4,989.76,Credit Card,28,Female,2,0
O101206,C1331,3/20/2023,Beauty,407.51,4,1630.04,UPI,25,Male,5,0
O101207,C1065,9/7/2023,Clothing,255.81,4,1023.24,Debit Card,38,Female,5,0
O101208,C1413,8/13/2023,Beauty,39.51,4,158.04,PayPal,41,Male,4,0
O101209,C1353,7/13/2023,Home,363.72,2,727.44,PayPal,61,Female,3,0
O101210,C1461,1/21/2023,Sports,25.26,2,50.52,Bank Transfer,34,Female,4,0
O101211,C1278,12/23/2023,Sports,165.68,4,662.72,PayPal,25,Male,3,0
O101212,C1279,6/28/2023,Home,144.27,3,432.81,Bank Transfer,41,Female,4,0
O101213,C1445,11/3/2023,Books,376.33,4,1505.32,PayPal,49,Male,5,0
O101214,C1272,3/21/2023,Sports,131.4,1,131.4,Debit Card,59,Female,2,0
O101215,C1278,7/7/2023,Sports,64.01,2,128.02,Credit Card,57,Female,5,0
O101216,C1376,4/5/2023,Electronics,27.35,4,109.4,UPI,50,Female,5,0
O101217,C1398,11/14/2023,Clothing,213.75,2,427.5,Debit Card,37,Male,4,0
O101218,C1338,10/3/2023,Sports,287.6,2,575.2,PayPal,41,Female,4,0
